InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
536978,POST,POSTAGE,193,10/09/2011 15:40,18.44,13231.0,United Kingdom
536893,22423,REGENCY CAKESTAND 3 TIER,10,10/09/2011 15:43,14.05,12581.0,United Kingdom
536749,22386,JUMBO BAG APPLE DESIGN,8,10/09/2011 15:58,1.9,12525.0,United Kingdom
536537,20974,PINK CHERRY LIGHTS,7,10/09/2011 16:13,5.17,13674.0,United Kingdom
536679,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,5,10/09/2011 16:13,3.75,13414.0,United Kingdom
537047,20974,PINK CHERRY LIGHTS,6,10/09/2011 16:17,5.58,13166.0,United Kingdom
536436,20725,LUNCH BAG RED RETROSPOT,9,10/09/2011 16:19,3.53,12462.0,United Kingdom
536828,22386,JUMBO BAG APPLE DESIGN,151,10/09/2011 16:32,1.81,13573.0,United Kingdom
536860,22375,AIRLINE BAG VINTAGE WORLD CHAMPION,120,10/09/2011 16:54,4.53,13015.0,United Kingdom
536643,20713,BAG 250g SWIRLY MARBLES,6,10/09/2011 17:07,0.4,13767.0,United Kingdom
536708,22386,JUMBO BAG APPLE DESIGN,3,10/09/2011 17:28,1.85,13129.0,United Kingdom
536480,84406B,CREAM CUPID HEARTS COAT HANGER,5,10/09/2011 17:32,2.55,13553.0,United Kingdom
536742,23084,RABBIT NIGHT LIGHT,7,10/09/2011 17:53,1.99,13557.0,United Kingdom
536447,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,10/09/2011 18:10,4.7,13403.0,United Kingdom
536544,22720,SET OF 3 CAKE TINS PANTRY DESIGN,2,10/09/2011 18:13,9.23,12948.0,United Kingdom
536934,22632,HAND WARMER RED POLKA DOT,6,10/09/2011 18:32,2.06,,United Kingdom
C536996,22720,SET OF 3 CAKE TINS PANTRY DESIGN,-1,10/09/2011 18:51,7.67,,United Kingdom
536782,23355,HOT WATER BOTTLE KEEP CALM,7,10/09/2011 18:58,4.16,13183.0,United Kingdom
537042,22457,NATURAL SLATE HEART CHALKBOARD,3,10/10/2011 08:27,4.76,13777.0,United Kingdom
536569,22423,REGENCY CAKESTAND 3 TIER,10,10/10/2011 08:32,12.8,13037.0,United Kingdom
536754,POST,POSTAGE,3,10/10/2011 08:33,16.84,,Netherlands
536389,85014,BLUE POLKADOT WRAP,6,10/10/2011 08:55,0.41,13835.0,Australia
536456,22457,NATURAL SLATE HEART CHALKBOARD,2,10/10/2011 09:03,5.69,12754.0,United Kingdom
536469,20974,PINK CHERRY LIGHTS,4,10/10/2011 09:05,4.37,13571.0,United Kingdom
536928,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,9,10/10/2011 09:13,2.88,13581.0,United Kingdom
536423,85014,BLUE POLKADOT WRAP,7,10/10/2011 09:22,0.41,13321.0,United Kingdom
536552,22811,SET 6 RED SPOTTY PAPER PLATES,10,10/10/2011 09:25,2.87,13816.0,United Kingdom
536493,22632,HAND WARMER RED POLKA DOT,5,10/10/2011 09:25,2.06,13581.0,United Kingdom
536907,23355,HOT WATER BOTTLE KEEP CALM,3,10/10/2011 09:25,5.16,13207.0,Germany
536836,22811,SET 6 RED SPOTTY PAPER PLATES,8,10/10/2011 10:15,3.4,13103.0,Germany
536400,84406B,CREAM CUPID HEARTS COAT HANGER,9,10/10/2011 10:24,2.78,12435.0,United Kingdom
536880,22633,HAND WARMER UNION JACK,10,10/10/2011 10:46,2.17,12851.0,United Kingdom
536462,22632,HAND WARMER RED POLKA DOT,4,10/10/2011 10:51,1.92,12950.0,Germany
536593,22752,SET 7 BABUSHKA NESTING BOXES,2,10/10/2011 11:03,7.19,12866.0,United Kingdom
536576,71053,WHITE METAL LANTERN,121,10/10/2011 11:03,2.96,13142.0,United Kingdom
536532,85014,BLUE POLKADOT WRAP,117,10/10/2011 11:08,0.44,,United Kingdom
536885,20974,PINK CHERRY LIGHTS,9,10/10/2011 11:29,5.1,13568.0,United Kingdom
536593,22375,AIRLINE BAG VINTAGE WORLD CHAMPION,67,10/10/2011 12:12,5.23,12551.0,United Kingdom
536497,22960,JAM MAKING SET WITH JARS,10,10/10/2011 12:36,4.69,12543.0,United Kingdom
536736,22423,REGENCY CAKESTAND 3 TIER,6,10/10/2011 12:38,14.08,12580.0,United Kingdom
536395,22752,SET 7 BABUSHKA NESTING BOXES,8,10/10/2011 13:23,7.8,13214.0,United Kingdom
537052,22386,JUMBO BAG APPLE DESIGN,8,10/10/2011 13:26,1.79,13084.0,United Kingdom
536481,22197,SMALL POPCORN HOLDER,5,10/10/2011 14:01,0.81,13393.0,United Kingdom
536493,22811,SET 6 RED SPOTTY PAPER PLATES,105,10/10/2011 14:22,3.36,,Portugal
536844,20713,BAG 250g SWIRLY MARBLES,45,10/10/2011 14:51,0.45,13802.0,United Kingdom
536564,20713,BAG 250g SWIRLY MARBLES,7,10/10/2011 14:53,0.4,13834.0,Germany
C536822,22197,SMALL POPCORN HOLDER,-3,10/10/2011 15:09,0.81,13029.0,United Kingdom
536464,22423,REGENCY CAKESTAND 3 TIER,6,10/10/2011 15:22,12.09,12929.0,United Kingdom
536643,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,7,10/10/2011 15:33,3.24,13625.0,United Kingdom
536710,22457,NATURAL SLATE HEART CHALKBOARD,7,10/10/2011 15:38,5.12,13656.0,United Kingdom
536796,71053,WHITE METAL LANTERN,5,10/10/2011 15:43,3.18,13336.0,Germany
536987,22890,NOVELTY BICYCLE BOTTLE OPENER,1,10/10/2011 15:47,1.13,13306.0,United Kingdom
536452,84029E,RED WOOLLY HOTTIE WHITE HEART,1,10/10/2011 15:53,2.73,13485.0,United Kingdom
536936,22752,SET 7 BABUSHKA NESTING BOXES,62,10/10/2011 16:05,8.08,13140.0,United Kingdom
536368,22720,SET OF 3 CAKE TINS PANTRY DESIGN,133,10/10/2011 16:27,9.29,13468.0,United Kingdom
536842,22386,JUMBO BAG APPLE DESIGN,7,10/10/2011 16:30,2.06,12632.0,United Kingdom
537086,22457,NATURAL SLATE HEART CHALKBOARD,5,10/10/2011 16:42,5.23,13342.0,France
536896,22457,NATURAL SLATE HEART CHALKBOARD,1,10/10/2011 17:10,5.67,13748.0,Spain
536399,POST,POSTAGE,1,10/10/2011 17:17,15.75,13600.0,United Kingdom
536756,71053,WHITE METAL LANTERN,2,10/10/2011 17:36,3.02,13120.0,United Kingdom
536525,22816,SET 6 RED SPOTTY PAPER CUPS,7,10/10/2011 18:21,3.28,12669.0,United Kingdom
536940,23355,HOT WATER BOTTLE KEEP CALM,1,10/10/2011 18:31,5.73,13590.0,United Kingdom
C536832,71053,WHITE METAL LANTERN,-61,10/10/2011 18:53,3.15,13433.0,United Kingdom
537081,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,10/10/2011 18:54,3.56,12514.0,United Kingdom
536379,23355,HOT WATER BOTTLE KEEP CALM,7,10/11/2011 08:15,5.48,12552.0,United Kingdom
536485,22632,HAND WARMER RED POLKA DOT,9,10/11/2011 08:23,2.05,12744.0,United Kingdom
537043,DOT,DOTCOM POSTAGE,7,10/11/2011 08:55,21.35,,United Kingdom
537053,22890,NOVELTY BICYCLE BOTTLE OPENER,7,10/11/2011 09:32,1.01,13785.0,United Kingdom
537088,22197,SMALL POPCORN HOLDER,168,10/11/2011 09:59,0.85,13653.0,United Kingdom
536510,22197,SMALL POPCORN HOLDER,173,10/11/2011 10:03,0.79,12843.0,United Kingdom
536442,85123A,WHITE HANGING HEART T-LIGHT HOLDER,43,10/11/2011 10:09,2.84,12346.0,Italy
536637,22811,SET 6 RED SPOTTY PAPER PLATES,6,10/11/2011 10:15,3.31,13757.0,United Kingdom
536413,22386,JUMBO BAG APPLE DESIGN,6,10/11/2011 10:27,1.63,12536.0,United Kingdom
536482,22890,NOVELTY BICYCLE BOTTLE OPENER,2,10/11/2011 10:46,1.4,12715.0,United Kingdom
536827,84029E,RED WOOLLY HOTTIE WHITE HEART,81,10/11/2011 11:24,2.91,13225.0,Spain
536589,22457,NATURAL SLATE HEART CHALKBOARD,9,10/11/2011 11:33,5.93,13267.0,United Kingdom
536560,22633,HAND WARMER UNION JACK,7,10/11/2011 12:05,1.93,13636.0,Portugal
536531,22960,JAM MAKING SET WITH JARS,2,10/11/2011 12:48,3.82,13733.0,United Kingdom
536535,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,10/11/2011 13:09,3.89,12922.0,United Kingdom
536856,22890,NOVELTY BICYCLE BOTTLE OPENER,8,10/11/2011 13:32,1.4,,Channel Islands
536960,22632,HAND WARMER RED POLKA DOT,144,10/11/2011 13:33,1.49,12488.0,Spain
536463,22375,AIRLINE BAG VINTAGE WORLD CHAMPION,7,10/11/2011 14:01,4.84,12902.0,United Kingdom
536460,22720,SET OF 3 CAKE TINS PANTRY DESIGN,75,10/11/2011 14:06,9.94,12608.0,EIRE
C536833,22960,JAM MAKING SET WITH JARS,-4,10/11/2011 14:08,3.95,13521.0,United Kingdom
536375,20713,BAG 250g SWIRLY MARBLES,6,10/11/2011 14:17,0.41,12463.0,United Kingdom
536824,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,10/11/2011 14:31,2.52,12927.0,United Kingdom
536733,22375,AIRLINE BAG VINTAGE WORLD CHAMPION,7,10/11/2011 14:54,4.0,13735.0,United Kingdom
536899,22423,REGENCY CAKESTAND 3 TIER,177,10/11/2011 14:54,12.99,12653.0,United Kingdom
536780,22720,SET OF 3 CAKE TINS PANTRY DESIGN,5,10/11/2011 14:55,9.93,13112.0,United Kingdom
536933,DOT,DOTCOM POSTAGE,3,10/11/2011 15:34,20.19,12388.0,United Kingdom
537044,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,5,10/11/2011 15:35,2.83,13755.0,United Kingdom
536891,22457,NATURAL SLATE HEART CHALKBOARD,2,10/11/2011 15:44,4.66,13422.0,United Kingdom
536922,22960,JAM MAKING SET WITH JARS,1,10/11/2011 15:47,5.01,12423.0,United Kingdom
536684,22145,CHRISTMAS CRAFT PAPER TAPE,10,10/11/2011 16:12,0.23,13566.0,United Kingdom
536565,22423,REGENCY CAKESTAND 3 TIER,9,10/11/2011 16:25,12.06,12560.0,United Kingdom
536905,22375,AIRLINE BAG VINTAGE WORLD CHAMPION,3,10/11/2011 16:27,5.88,13699.0,United Kingdom
536720,20713,BAG 250g SWIRLY MARBLES,8,10/11/2011 16:47,0.38,13818.0,United Kingdom
536663,23084,RABBIT NIGHT LIGHT,2,10/11/2011 17:29,1.52,,United Kingdom
536401,22816,SET 6 RED SPOTTY PAPER CUPS,3,10/11/2011 17:31,3.53,13640.0,United Kingdom
536374,22960,JAM MAKING SET WITH JARS,2,10/11/2011 17:32,3.89,13534.0,United Kingdom
536525,84029E,RED WOOLLY HOTTIE WHITE HEART,88,10/11/2011 17:34,3.63,12773.0,United Kingdom
537000,23355,HOT WATER BOTTLE KEEP CALM,6,10/11/2011 18:16,4.27,12587.0,United Kingdom
536979,22632,HAND WARMER RED POLKA DOT,4,10/11/2011 18:23,2.2,12915.0,EIRE
536496,22375,AIRLINE BAG VINTAGE WORLD CHAMPION,6,10/11/2011 18:24,4.0,13747.0,Italy
536373,23084,RABBIT NIGHT LIGHT,10,10/11/2011 18:41,1.83,13593.0,United Kingdom
536872,85014,BLUE POLKADOT WRAP,4,10/11/2011 18:48,0.46,,United Kingdom
536735,23355,HOT WATER BOTTLE KEEP CALM,6,10/11/2011 18:51,4.93,12389.0,United Kingdom
536918,84029E,RED WOOLLY HOTTIE WHITE HEART,167,10/11/2011 18:59,3.52,12509.0,United Kingdom
536588,DOT,DOTCOM POSTAGE,8,10/12/2011 08:01,20.24,13801.0,Channel Islands
536488,84406B,CREAM CUPID HEARTS COAT HANGER,3,10/12/2011 08:18,2.62,13031.0,United Kingdom
536711,20713,BAG 250g SWIRLY MARBLES,5,10/12/2011 08:19,0.34,13302.0,United Kingdom
536972,POST,POSTAGE,9,10/12/2011 09:04,16.05,12976.0,United Kingdom
536993,22752,SET 7 BABUSHKA NESTING BOXES,9,10/12/2011 09:16,6.94,13063.0,United Kingdom
536482,POST,POSTAGE,2,10/12/2011 09:27,16.58,12410.0,United Kingdom
536753,22423,REGENCY CAKESTAND 3 TIER,5,10/12/2011 09:38,12.11,13456.0,United Kingdom
536773,84879,ASSORTED COLOUR BIRD ORNAMENT,5,10/12/2011 09:45,1.81,13356.0,United Kingdom
536590,22197,SMALL POPCORN HOLDER,149,10/12/2011 09:47,0.69,12434.0,Netherlands
536430,DOT,DOTCOM POSTAGE,10,10/12/2011 10:20,20.84,12994.0,United Kingdom
536860,22752,SET 7 BABUSHKA NESTING BOXES,6,10/12/2011 10:33,8.62,13653.0,United Kingdom
536644,22816,SET 6 RED SPOTTY PAPER CUPS,9,10/12/2011 10:58,2.56,13832.0,United Kingdom
536863,20974,PINK CHERRY LIGHTS,4,10/12/2011 11:27,4.89,13515.0,Portugal
536732,22960,JAM MAKING SET WITH JARS,1,10/12/2011 12:06,4.74,12635.0,United Kingdom
536923,22816,SET 6 RED SPOTTY PAPER CUPS,2,10/12/2011 12:13,3.03,13632.0,United Kingdom
C536403,84406B,CREAM CUPID HEARTS COAT HANGER,-3,10/12/2011 12:17,3.14,12375.0,Germany
536906,22890,NOVELTY BICYCLE BOTTLE OPENER,9,10/12/2011 12:53,1.43,13686.0,United Kingdom
536654,84406B,CREAM CUPID HEARTS COAT HANGER,4,10/12/2011 12:58,2.56,13492.0,United Kingdom
536589,22197,SMALL POPCORN HOLDER,10,10/12/2011 13:15,0.96,13015.0,United Kingdom
536671,22960,JAM MAKING SET WITH JARS,5,10/12/2011 13:22,4.32,12454.0,United Kingdom
536917,22960,JAM MAKING SET WITH JARS,3,10/12/2011 13:56,4.67,13127.0,United Kingdom
537078,22752,SET 7 BABUSHKA NESTING BOXES,1,10/12/2011 14:22,7.81,13122.0,Belgium
536547,84406B,CREAM CUPID HEARTS COAT HANGER,1,10/12/2011 14:23,2.94,12966.0,United Kingdom
536401,22375,AIRLINE BAG VINTAGE WORLD CHAMPION,4,10/12/2011 14:26,5.2,13062.0,France
536779,POST,POSTAGE,8,10/12/2011 14:44,15.55,13602.0,United Kingdom
536654,22197,SMALL POPCORN HOLDER,5,10/12/2011 14:52,0.91,12650.0,United Kingdom
536774,22816,SET 6 RED SPOTTY PAPER CUPS,7,10/12/2011 15:35,2.62,12745.0,Channel Islands
536398,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,10/12/2011 15:39,2.83,12437.0,France
536846,84406B,CREAM CUPID HEARTS COAT HANGER,80,10/12/2011 15:43,2.53,12347.0,United Kingdom
536400,POST,POSTAGE,8,10/12/2011 15:44,15.87,13283.0,United Kingdom
536926,22145,CHRISTMAS CRAFT PAPER TAPE,9,10/12/2011 15:47,0.24,12804.0,United Kingdom
C536957,84879,ASSORTED COLOUR BIRD ORNAMENT,-8,10/12/2011 15:51,1.42,13009.0,United Kingdom
536806,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,10/12/2011 16:15,2.47,12519.0,Norway
537054,DOT,DOTCOM POSTAGE,8,10/12/2011 16:30,16.75,12652.0,United Kingdom
536772,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,10/12/2011 16:48,2.75,12493.0,United Kingdom
536442,POST,POSTAGE,4,10/12/2011 16:56,19.22,,Belgium
536695,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,10/12/2011 17:03,3.69,12860.0,United Kingdom
536702,22386,JUMBO BAG APPLE DESIGN,10,10/12/2011 17:09,1.94,12696.0,United Kingdom
536530,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,10/12/2011 17:10,2.56,13160.0,United Kingdom
536919,84029E,RED WOOLLY HOTTIE WHITE HEART,10,10/12/2011 17:24,3.36,12838.0,United Kingdom
536831,22890,NOVELTY BICYCLE BOTTLE OPENER,169,10/12/2011 17:44,1.28,13319.0,EIRE
536919,22469,HEART OF WICKER SMALL,10,10/12/2011 17:46,1.35,12518.0,United Kingdom
536554,POST,POSTAGE,4,10/12/2011 17:59,16.14,12919.0,Portugal
536698,22386,JUMBO BAG APPLE DESIGN,8,10/12/2011 18:02,1.75,13830.0,United Kingdom
537045,22752,SET 7 BABUSHKA NESTING BOXES,7,10/12/2011 18:02,7.33,13106.0,United Kingdom
537085,22960,JAM MAKING SET WITH JARS,4,10/12/2011 18:13,4.55,12743.0,Germany
C536431,22386,JUMBO BAG APPLE DESIGN,-69,10/12/2011 18:25,1.75,13529.0,Italy
C536994,22632,HAND WARMER RED POLKA DOT,-4,10/12/2011 18:27,1.58,13070.0,United Kingdom
536786,23084,RABBIT NIGHT LIGHT,4,10/12/2011 18:42,2.14,13614.0,United Kingdom
536442,22816,SET 6 RED SPOTTY PAPER CUPS,5,10/12/2011 18:58,3.27,12690.0,United Kingdom
536669,20713,BAG 250g SWIRLY MARBLES,8,10/12/2011 18:58,0.5,12855.0,United Kingdom
536799,85014,BLUE POLKADOT WRAP,9,10/13/2011 08:21,0.38,13242.0,United Kingdom
537110,22633,HAND WARMER UNION JACK,133,10/13/2011 08:27,1.9,12896.0,United Kingdom
536959,22816,SET 6 RED SPOTTY PAPER CUPS,29,10/13/2011 08:29,3.23,12958.0,United Kingdom
537054,22633,HAND WARMER UNION JACK,8,10/13/2011 09:01,1.84,13492.0,Italy
536456,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,10/13/2011 09:09,2.78,13289.0,United Kingdom
536795,71053,WHITE METAL LANTERN,5,10/13/2011 09:25,2.95,12453.0,United Kingdom
536843,22633,HAND WARMER UNION JACK,7,10/13/2011 09:29,1.58,,United Kingdom
536747,22375,AIRLINE BAG VINTAGE WORLD CHAMPION,3,10/13/2011 09:31,4.37,13437.0,United Kingdom
537100,22811,SET 6 RED SPOTTY PAPER PLATES,2,10/13/2011 09:49,3.27,12563.0,Norway
536469,20725,LUNCH BAG RED RETROSPOT,4,10/13/2011 10:02,4.18,13828.0,Italy
536946,85014,BLUE POLKADOT WRAP,9,10/13/2011 10:15,0.38,12698.0,United Kingdom
C536822,22890,NOVELTY BICYCLE BOTTLE OPENER,-10,10/13/2011 10:26,1.45,12965.0,Netherlands
536938,22632,HAND WARMER RED POLKA DOT,167,10/13/2011 10:30,1.49,12437.0,United Kingdom
C536690,22960,JAM MAKING SET WITH JARS,-1,10/13/2011 10:35,3.43,12800.0,France
536912,22469,HEART OF WICKER SMALL,4,10/13/2011 10:59,1.47,,United Kingdom
536941,22960,JAM MAKING SET WITH JARS,2,10/13/2011 11:20,4.86,13006.0,Spain
536784,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4,10/13/2011 11:36,4.84,13257.0,United Kingdom
536595,22469,HEART OF WICKER SMALL,3,10/13/2011 11:41,1.57,,United Kingdom
536939,DOT,DOTCOM POSTAGE,6,10/13/2011 11:44,21.19,13695.0,Germany
536965,71053,WHITE METAL LANTERN,83,10/13/2011 11:56,3.57,12410.0,EIRE
536902,84879,ASSORTED COLOUR BIRD ORNAMENT,89,10/13/2011 12:05,1.67,13291.0,EIRE
537065,84879,ASSORTED COLOUR BIRD ORNAMENT,3,10/13/2011 12:17,1.8,13054.0,Netherlands
536703,22423,REGENCY CAKESTAND 3 TIER,6,10/13/2011 13:00,10.46,,United Kingdom
536427,22375,AIRLINE BAG VINTAGE WORLD CHAMPION,9,10/13/2011 13:19,5.79,12759.0,United Kingdom
536767,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,10/13/2011 13:42,2.98,13129.0,United Kingdom
536405,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2,10/13/2011 13:55,3.6,13451.0,Netherlands
536455,21730,GLASS STAR FROSTED T-LIGHT HOLDER,188,10/13/2011 13:57,4.37,13182.0,United Kingdom
536616,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,10,10/13/2011 14:25,3.99,13223.0,United Kingdom
536905,22633,HAND WARMER UNION JACK,4,10/13/2011 14:31,1.8,12776.0,United Kingdom
536665,20725,LUNCH BAG RED RETROSPOT,7,10/13/2011 14:38,4.48,12509.0,Germany
536747,POST,POSTAGE,8,10/13/2011 14:42,19.08,13699.0,United Kingdom
536702,POST,POSTAGE,1,10/13/2011 15:06,16.19,13189.0,United Kingdom
536448,22720,SET OF 3 CAKE TINS PANTRY DESIGN,4,10/13/2011 16:28,9.16,12564.0,France
C536682,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,-7,10/13/2011 16:33,3.29,13662.0,United Kingdom
536907,22890,NOVELTY BICYCLE BOTTLE OPENER,4,10/13/2011 16:59,1.13,13674.0,France
C536714,22386,JUMBO BAG APPLE DESIGN,-6,10/13/2011 17:02,1.9,12814.0,United Kingdom
C536538,22811,SET 6 RED SPOTTY PAPER PLATES,-4,10/13/2011 17:21,3.34,,United Kingdom
536693,22752,SET 7 BABUSHKA NESTING BOXES,58,10/13/2011 17:27,6.7,12788.0,United Kingdom
536799,22145,CHRISTMAS CRAFT PAPER TAPE,8,10/13/2011 17:27,0.24,12528.0,United Kingdom
536970,22386,JUMBO BAG APPLE DESIGN,5,10/13/2011 17:35,1.94,13038.0,United Kingdom
537004,23355,HOT WATER BOTTLE KEEP CALM,1,10/13/2011 17:47,5.88,13499.0,United Kingdom
536611,71053,WHITE METAL LANTERN,7,10/13/2011 17:52,3.87,13273.0,United Kingdom
536839,84406B,CREAM CUPID HEARTS COAT HANGER,2,10/13/2011 17:54,2.74,13467.0,United Kingdom
536984,84879,ASSORTED COLOUR BIRD ORNAMENT,8,10/13/2011 18:21,1.91,,United Kingdom
536865,22469,HEART OF WICKER SMALL,3,10/13/2011 18:32,1.52,13461.0,United Kingdom
C536867,22423,REGENCY CAKESTAND 3 TIER,-9,10/13/2011 18:36,14.89,13388.0,Spain
536810,DOT,DOTCOM POSTAGE,4,10/13/2011 18:38,18.44,13242.0,EIRE
536423,20713,BAG 250g SWIRLY MARBLES,8,10/13/2011 18:42,0.46,13400.0,United Kingdom
536759,DOT,DOTCOM POSTAGE,4,10/13/2011 18:54,20.44,12357.0,United Kingdom
536501,22890,NOVELTY BICYCLE BOTTLE OPENER,25,10/13/2011 18:58,1.29,13820.0,United Kingdom
536963,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,5,10/14/2011 08:08,4.06,,United Kingdom
536546,22720,SET OF 3 CAKE TINS PANTRY DESIGN,10,10/14/2011 08:51,9.32,12967.0,United Kingdom
536733,84406B,CREAM CUPID HEARTS COAT HANGER,97,10/14/2011 09:22,2.66,13177.0,United Kingdom
536388,22469,HEART OF WICKER SMALL,10,10/14/2011 09:30,1.36,13370.0,United Kingdom
C536714,22469,HEART OF WICKER SMALL,-90,10/14/2011 09:51,1.62,13432.0,France
C536929,23355,HOT WATER BOTTLE KEEP CALM,-3,10/14/2011 10:19,5.18,13058.0,United Kingdom
537036,22457,NATURAL SLATE HEART CHALKBOARD,3,10/14/2011 10:30,4.8,,United Kingdom
536949,22632,HAND WARMER RED POLKA DOT,183,10/14/2011 10:33,2.19,12974.0,United Kingdom
536917,22752,SET 7 BABUSHKA NESTING BOXES,5,10/14/2011 11:00,8.63,12454.0,United Kingdom
536752,85014,BLUE POLKADOT WRAP,112,10/14/2011 11:06,0.39,12801.0,United Kingdom
536868,84406B,CREAM CUPID HEARTS COAT HANGER,115,10/14/2011 11:11,3.03,12908.0,United Kingdom
536402,22720,SET OF 3 CAKE TINS PANTRY DESIGN,4,10/14/2011 11:35,8.81,13333.0,Netherlands
536762,22423,REGENCY CAKESTAND 3 TIER,29,10/14/2011 12:28,11.95,12880.0,United Kingdom
536581,22960,JAM MAKING SET WITH JARS,9,10/14/2011 12:38,3.46,12474.0,United Kingdom
536416,22145,CHRISTMAS CRAFT PAPER TAPE,8,10/14/2011 12:41,0.3,,United Kingdom
536977,22457,NATURAL SLATE HEART CHALKBOARD,1,10/14/2011 12:42,4.1,13374.0,Germany
536771,22752,SET 7 BABUSHKA NESTING BOXES,3,10/14/2011 13:00,9.14,13729.0,EIRE
536631,22457,NATURAL SLATE HEART CHALKBOARD,4,10/14/2011 13:02,4.9,13775.0,United Kingdom
537001,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,10/14/2011 13:21,2.5,13842.0,United Kingdom
536406,22720,SET OF 3 CAKE TINS PANTRY DESIGN,2,10/14/2011 13:47,9.22,,United Kingdom
536878,22386,JUMBO BAG APPLE DESIGN,10,10/14/2011 13:52,1.58,12692.0,Portugal
536590,22469,HEART OF WICKER SMALL,10,10/14/2011 14:06,1.33,,United Kingdom
536819,22632,HAND WARMER RED POLKA DOT,2,10/14/2011 14:24,2.12,12739.0,United Kingdom
536857,71053,WHITE METAL LANTERN,10,10/14/2011 14:52,3.91,12954.0,France
536865,22633,HAND WARMER UNION JACK,6,10/14/2011 14:56,2.1,13085.0,EIRE
536824,84029E,RED WOOLLY HOTTIE WHITE HEART,1,10/14/2011 14:59,2.88,13395.0,United Kingdom
536521,20974,PINK CHERRY LIGHTS,1,10/14/2011 15:09,5.3,12590.0,United Kingdom
536972,23355,HOT WATER BOTTLE KEEP CALM,7,10/14/2011 15:52,4.69,12888.0,Italy
536821,22145,CHRISTMAS CRAFT PAPER TAPE,51,10/14/2011 15:56,0.25,12384.0,United Kingdom
536550,22890,NOVELTY BICYCLE BOTTLE OPENER,5,10/14/2011 16:11,1.1,13724.0,United Kingdom
536868,22457,NATURAL SLATE HEART CHALKBOARD,1,10/14/2011 16:52,5.86,12646.0,United Kingdom
536504,22816,SET 6 RED SPOTTY PAPER CUPS,5,10/14/2011 17:08,2.49,12961.0,Belgium
536977,22960,JAM MAKING SET WITH JARS,8,10/14/2011 17:21,3.57,12491.0,United Kingdom
536669,DOT,DOTCOM POSTAGE,2,10/14/2011 17:24,14.95,13638.0,United Kingdom
537047,22145,CHRISTMAS CRAFT PAPER TAPE,199,10/14/2011 17:30,0.33,13768.0,United Kingdom
537090,22197,SMALL POPCORN HOLDER,2,10/14/2011 17:50,0.81,13283.0,United Kingdom
536500,23355,HOT WATER BOTTLE KEEP CALM,5,10/14/2011 18:39,5.82,13539.0,France
536796,22890,NOVELTY BICYCLE BOTTLE OPENER,2,10/15/2011 08:26,1.4,13026.0,United Kingdom
C536538,22457,NATURAL SLATE HEART CHALKBOARD,-10,10/15/2011 08:27,4.84,12517.0,United Kingdom
536820,20974,PINK CHERRY LIGHTS,3,10/15/2011 08:45,4.43,13227.0,United Kingdom
537084,22375,AIRLINE BAG VINTAGE WORLD CHAMPION,6,10/15/2011 09:11,4.37,12646.0,France
536928,22145,CHRISTMAS CRAFT PAPER TAPE,147,10/15/2011 09:50,0.3,13783.0,United Kingdom
536892,22816,SET 6 RED SPOTTY PAPER CUPS,83,10/15/2011 10:04,3.41,13345.0,United Kingdom
536519,22752,SET 7 BABUSHKA NESTING BOXES,4,10/15/2011 10:14,6.91,13038.0,United Kingdom
536569,71053,WHITE METAL LANTERN,3,10/15/2011 10:27,3.81,13222.0,United Kingdom
536903,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,10/15/2011 10:43,2.18,12561.0,United Kingdom
536384,84879,ASSORTED COLOUR BIRD ORNAMENT,5,10/15/2011 11:29,1.49,13356.0,Netherlands
C536694,20713,BAG 250g SWIRLY MARBLES,-2,10/15/2011 12:01,0.45,12813.0,EIRE
536862,84406B,CREAM CUPID HEARTS COAT HANGER,4,10/15/2011 12:24,2.62,13593.0,United Kingdom
536932,22816,SET 6 RED SPOTTY PAPER CUPS,153,10/15/2011 12:32,2.8,12661.0,United Kingdom
536631,84879,ASSORTED COLOUR BIRD ORNAMENT,6,10/15/2011 12:42,1.55,13065.0,United Kingdom
536640,22752,SET 7 BABUSHKA NESTING BOXES,1,10/15/2011 13:30,8.89,13700.0,United Kingdom
